NUM_CONTRATO,NUM_HACIENDA,ID_OBRA_COMPLEMENTARIA,OC_NUMERO_CONTRATO,NUM_LICITACION,OBJETO,MODALIDAD,TIPO_CONTRATO,TIPO_OBRA,TOTAL_CONTRATO,AVANCE,FECHA_AVANCE,DOCUMENTOS,FOTOGRAFIAS,MUNICIPIO,LOCALIDAD,LATITUD,LONGITUD,BENEFICIADOS,ORGANISMO,UA_SOLICITANTE,UA_RESPONSABLE,CONTRATISTA,RESIDENTE,SUPERVISOR_EXTERNO,FECHA_CONTRATO,FECHA_INICIO,FECHA_TERMINO,FECHA_ENTREGA,EJERCICIO
OT-155,,0,,N/A,"REHABILITACION GENERAL DEL PLANTEL EN DOS ESCUELAS: 1.- PRIMARIA IGNACIO MANUEL ALTAMIRANO,  BENITO JUAREZ COLONIA CENTRO, CANANEA Y 2.- JARDIN DE NIÑOS JUAN FRANCISCO STRAPPAROLA, CANANEA Y JESUS GARCIA MORALES, BACOACHI, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,672315,100,"15/08/2016	",1,8,BACOACHI,"BENITO JUÁREZ GARCÍA 283, LOS PINOS, 84624 CANANEA, SON., MÉXICO",30.98367535493859,-110.2861475944519,177,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","PROYECTOS CONSOLIDADOS ABS, S.A. DE C.V.","RICARDO BURGOS RUIZ","CUBIK-A SERCO SA DE CV",16/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
OT-156,,0,,N/A,"REHABILITACION GENERAL DEL PLANTEL EN DOS ESCUELAS: 1.- SECUNDARIA MARIO BARCELO ABRIL, CALLE MEXICO #21, BARRIO SAN LUIS Y 2.- JARDIN DE NIÑOS AMADO NERVO, CALLE PROF. LUIS M. VALENCIA, BACADEHUACHI, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,801586.8,100,"15/08/2016	",1,9,BACADÉHUACHI,"MÉXICO, BACADÉHUACHI, SON., MÉXICO",29.809388360475136,-109.14284527301788,128,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","RAFAEL ELÍAS GALAZ ORTEGA","RICARDO BURGOS RUIZ","CUBIK-A SERCO SA DE CV",16/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
ISIE-FAMEB-17-041,,0,,,"REFORZAMIENTO DE BARDA PERIMETRAL EN JARDIN DE NIÑOS ANDRES QUINTANA ROO, DE LA LOCALIDAD Y MUNICIPIO DE HERMOSILLO, SONORA.
","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,140153.52,100,31/05/2017,2,5,HERMOSILLO,"DOMICILIO CONOCIDO",29.058873033692194,-110.97879856824875,119,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"C. DANIEL CRUZ BARCELO","SERGIO ENRIQUE VEJAR RAZCON",,19/04/2017,21/04/2017,09/06/2017,05/07/2017,2017
OT-157,,0,,N/A,"REHABILITACION GENERAL DEL PLANTEL EN DOS ESCUELAS: 1.- SECUNDARIA GRAL. 6 LUIS DONALDO COLOSIO, CALLE MARGARITA MAZA DE JUAREZ Y 2.- JARDIN DE NIÑOS EVA MONTEVERDE DE QUIROGA, BLVD. ALFONSO LOPEZ RIESGO COLONIA ALTARES, HERMOSILLO, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,817401.35,40,08/07/2016,1,8,HERMOSILLO,"AV DOMINGO DEL CASTILLO 574, LAS ISABELES, 83120 HERMOSILLO, SON., MÉXICO",29.12098555666218,-110.98773568868637,1089,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","ELECTRO INSUMOS GMBH, S.A. DE C.V.","RICARDO BURGOS RUIZ","GSD SOLUCIONES GLOBALES PARA EL DESARROLLO SA DE CV",16/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
OT-158,,0,,N/A,"REHABILITACION GENERAL DEL PLANTEL EN DOS ESCUELAS: 1.- PRIMARIA PROF. MIGUEL GERARDO VALDEZ MOTAVELASCO, CALLE PEÑA COLORADA Y 2.- PRIMARIA JUAN ENRIQUE PESTALOZZI,  CALLE JOSE ABRAHAM MENDIVIL, HERMOSILLO, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,812483,100,"15/08/2016	",1,8,HERMOSILLO,"AV VENADO BURA 46, NUEVO HERMOSILLO, 83296 HERMOSILLO, SON., MÉXICO",29.007727514009716,-110.92925548553467,576,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","HERALSON CONSTRUCCIÓN Y TOPOGRAFÍA, S.A. DE C.V.","RICARDO BURGOS RUIZ","GSD SOLUCIONES GLOBALES PARA EL DESARROLLO SA DE CV",16/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
OT-159,,0,,N/A,"REHABILITACION GENERAL DEL PLANTEL CENTRO DE ATENCION MULTIPLE NO. 51, CALLE TRES COLONIA BUGAMBILIAS, HERMOSILLO, SONORA. ","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,756038,100,"15/08/2016	",1,5,HERMOSILLO,"CALLE TRES SN-S""CAM 51"", SIN ASIGNACIÓN EN NOMBRE DE ASENTAMIENTO, 83100 HERMOSILLO, SON., MÉXICO",29.12084262369318,-110.95923185348511,77,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSTRUCTORA KIOKI, S.A. DE C.V.","RICARDO BURGOS RUIZ","GSD SOLUCIONES GLOBALES PARA EL DESARROLLO SA DE CV",16/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
OT-160,,0,,N/A,"REHABILITACION GENERAL DEL PLANTEL EN DOS ESCUELAS: 1.- PRIMARIA GENERAL VICENTE GUERRERO, BLVD. LUIS ENCINAS JHONSON Y 2.- PRIMARIA VICENTE LOMBARDO TOLEDANO, CALLE QUEROBABI, HERMOSILLO, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,751467,100,"15/08/2016	",1,8,HERMOSILLO,"BLVD. LUIS ENCINAS J. SN-S, EL RANCHITO, 83050 HERMOSILLO, SON., MÉXICO",29.080424462961787,-110.9239661693573,660,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSTRUCCIONES Y DESARROLLOS JAMONSA, S.A. DE C.V.","RICARDO BURGOS RUIZ","GSD SOLUCIONES GLOBALES PARA EL DESARROLLO SA DE CV",16/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
OT-161,,0,,N/A,"REHABILITACION GENERAL DEL PLANTEL EN DOS ESCUELAS: 1.- PRIMARIA JOSEFA ORTIZ DE DIMINGUEZ, DOMICILIO CONOCIDO Y 2.- PRIMARIA FRANCISCO GONZALEZ BOCANEGRA, CALLE IGNACIO LOPEZ RAYON, SANTA ANA, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,688935,26,08/07/2016,1,8,"SANTA ANA","ENRIQUE SALAZAR 503, ALTAR, SON., MÉXICO",30.547737169107638,-111.13563537597656,240,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","GYEMM INMOBILIARIA Y DISEÑO EN INGENIERIA Y ARQUITECTURA, S.A. DE C.V.","RICARDO BURGOS RUIZ","CUBIK-A SERCO SA DE CV",16/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
OT-162,,0,,N/A,"REHABILITACION GENERAL DEL PLANTEL EN TRES ECUELAS: 1.- PRIMARIA MIGUEL HIDALGO Y COSTILLA, CALLE EDMUNDO ASTIAZARAN, LOCALIDAD LA VICTORIA, 2.- PRIMARIA REVOLUCION, CALLE ROMA, LOCALIDAD SAN PEDRO EL SAUCITO, HERMOSILLO Y 3.- JARDIN DE NIÑOS FRANCISCA MERCEDES MADRID DURAZO, CALLE CERRO PELON, LOCALIDAD PESQUEIRA, SAN MIGUEL DE HORCASITAS, SONORA","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,767990.25,100,"15/08/2016	",1,13,"SAN MIGUEL DE HORCASITAS","EDMUNDO AZTIESARÁN 28, LA VICTORIA, 83300 HERMOSILLO, SON., MÉXICO",29.12256717871475,-110.89150071144104,450,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","EDIVIA DESARROLLOS, S.A. DE C.V.","RICARDO BURGOS RUIZ","GSD SOLUCIONES GLOBALES PARA EL DESARROLLO SA DE CV",16/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
ISIE-NC-17-003,,0,,,"TRABAJOS COMPLEMENTARIOS DE LA CONSTRUCCION DE PISTA DE ATLETISMO Y CONSTRUCCIÓN DE BEBEDERO EN CECYTES  HERMOSILLO I, DE LA LOCALIDAD Y MUNICIPIO DE HERMOSILLO, SONORA.
","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,699085.7,100,25/05/2017,2,12,HERMOSILLO,"BLVD. JESÚS GARCÍA MORALES 1006, LA MANGA, 83220 HERMOSILLO, SON., MÉXICO",29.088033082760077,-111.05218648910522,600,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"PRISMA GRUPO CONSTRUCTOR S. A. DE C. V.","ARQ. LOPE SARACHO CASTAÑOS",,03/05/2017,05/05/2017,03/06/2017,11/06/2017,2017
OT-123,,0,,N/A,"REHABILITACION GENERAL DEL PLANTEL EN DOS ESCUELAS: 1.- PRIMARIA BENITO JUAREZ, DOMICILIO CONOCIDO Y 2.- SECUNDARIA TECNICA No. 14, DOMICILIO CONOCIDO, ARIVECHI, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,805372,100,"15/08/2016	",1,11,ARIVECHI,"UNNAMED ROAD, TARACHI, SON., MÉXICO",28.808674196379954,-108.93789768218994,93,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSTRUCTORA BUMADA, S.A. DE C.V.","RICARDO BURGOS RUIZ","GSD SOLUCIONES GLOBALES PARA EL DESARROLLO SA DE CV",16/06/2016,25/08/2016,15/08/2016,15/08/2016,2016
OT-124,,0,,N/A,"REHABILITACION GENERAL DEL PLANTEL JARDIN DE NIÑOS LA MANZANITA, DOMICILIO CONOCIDO, LOCALIDAD LOMAS DE GUAMUCHIL, CAJEME, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,844019,100,15/08/2016,1,6,CAJEME,"MÉXICO 15, LOMA DE GUAMUCHIL, SON., MÉXICO",27.60941669414796,-109.98664140701294,94,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","DARIO SALVAROR CARDENAS","RICARDO BURGOS RUIZ","RITCHER CONTRUCCIONES, S.A. DE  C.V.",16/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
OT-125,,0,,N/A,"REHABILITACION GENERAL DEL PLANTEL EN ESCUELA DEL JARDIN DE NIÑOS HEROES DE CHAPULTEPEC UBICADA EN CALLE PINO ENTRE DEL NOGAL Y DEL FRESNO, EN HERMOSILLO, SONORA ","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,816312,100,15/08/2016,1,5,HERMOSILLO,"DEL ALAMO 151, LAS AMAPOLAS, 83020 HERMOSILLO, SON., MÉXICO",29.094089573614877,-110.91996431350708,92,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","DALAJ CONSTRUCTORES S.A. DE C.V.","RICARDO BURGOS RUIZ","GSD SOLUCIONES GLOBALES PARA EL DESARROLLO SA DE CV",16/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
OT-126,,0,,N/A,"REHABILITACION GENERAL DEL PLANTEL CENTRO DE ATENCIÓN MÚLTIPLE ESTATAL No. 15, AVENIDA 13, HERMOSILLO, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,742594,100,15/08/2016,1,7,HERMOSILLO,"AV CINCO 85, BUGAMBILIA, 83140 HERMOSILLO, SON., MÉXICO",29.116231171495077,-110.9579873085022,50,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","IDEGAP CONSULTORIA, S.C.","RICARDO BURGOS RUIZ","GSD SOLUCIONES GLOBALES PARA EL DESARROLLO SA DE CV",16/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
OT-127,,0,,N/A,"REHABILITACION GENERAL DEL PLANTEL JARDIN DE NIÑOS ESTEFANIA CASTAÑEDA, CALLE CABO SAN PEDRO, HERMOSILLO, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,841955,100,15/08/2016,1,5,HERMOSILLO,"MÁTAPE 319, LOMAS DE MADRID, 83103 HERMOSILLO, SON., MÉXICO",29.130861509410604,-110.97408056259155,148,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","PROMOTORA MAJERUS, S. DE R.L.","RICARDO BURGOS RUIZ","GSD SOLUCIONES GLOBALES PARA EL DESARROLLO SA DE CV",16/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
OT-128,,0,,N/A,"REHABILITACION GENERAL DEL PLANTEL EN TRES ESCUELAS: 1.- PRIMARIA GRAL. LAZARO CARDENAS, DOMICILIO CONOCIDO, LOCALIDAD DE MESQUITAL DE BUIYACUSI, 2.- JARDIN DE NIÑOS ANTONIO CASO, CALLE IGANCIO ZARAGOZA #12 Y 3.- CENTRO DE ATENCIÓN MULTIPLE NO. 53, BLVD. SOSA CHAVEZ COLONIA JUAREZ, NAVOJOA, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,784432,100,15/08/2016,1,15,MAGDALENA,"WOOLFOLK 220, SAN FELIPE, 84160 MAGDALENA, SON., MÉXICO",30.62700943263562,-110.96344828605652,270,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CARLOS ALBERTO ACOSTA GAXIOLA","RICARDO BURGOS RUIZ","CUBIK-A SERCO SA DE CV",16/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
OT-129,,0,,N/A,"REHABILITACION GENERAL DEL PLANTEL EN DOS ESCUELAS: 1.- ESCUELA PRIMARIA ALVARO OBREGÓN 2, UBICADA EN A GARCIA, ENTRE BACANORA Y JESUS GARCÍA CORONA. 2.- ESCUELA PRIMARIA SANTIAGO IGLESIAS, UBICADO EN AVENIDA NIÑOZ HEROES, MAGDALENA DE KINO, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,706329,100,25/08/2016,1,11,MAGDALENA,"AV. NIÑOS HÉROES 512-C MOTORES HOSTLER, FATIMA, MAGDALENA DE KINO, SON., MÉXICO",30.632437804888234,-110.96021890640259,632,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","PROYECTOS Y CONSTRUCCIONES VIRGO, S.A. DE C.V.","RICARDO BURGOS RUIZ","CUBIK-A SERCO SA DE CV",16/06/2016,25/06/2016,25/08/2016,25/08/2016,2016
OT-063,,0,,N/A,"CONSTRUCCIÓN DE SUBESTACIÓN ELÉCTRICA Y ALIMENTADORES ELÉCTRICOS EN ESCUELA PRIMARIA MARIA DOLORES FERNANDEZ TORRES, EN NOGALES, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,643665,100,15/08/16,1,4,"HEROICA NOGALES","CALLE RÍO BACOACHI, HÉROES, 84030 NOGALES, SON., MÉXICO",31.325940336400283,-110.93267530202866,179,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CINCO H INGENIERÍA Y TERRACERÍAS, S.A. DE C.V.","RICARDO BURGOS RUIZ","CUBIK-A SERCO SA DE CV",16/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
OT-064,,0,,N/A,"CONSTRUCCIÓN DE SUBESTACIÓN ELÉCTRICA Y ALIMENTADORES ELÉCTRICOS EN ESCUELA PRIMARIA GILDARDO F. AVILES, LOCALIDAD QUEROBABI, OPODEPE, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,700778,100,15/08/16,1,6,OPODEPE,"AV BENITO JUÁREZ GARCÍA, QUEROBABI, SON., MÉXICO",30.050195798354714,-111.02431364357471,119,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CINCO H INGENIERÍA Y TERRACERÍAS, S.A. DE C.V.","RICARDO BURGOS RUIZ","CUBIK-A SERCO SA DE CV",16/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
ISIE-FAMEB-17-043,,0,,,"(17-FC-0102) CONSTRUCCION DE UNA AULA CON DIVISIÓN EN ""T"" EN ESCUELA PRIMARIA MANUEL GONZALEZ FRANCO (USAER 30), DE LA LOCALIDAD Y MUNICIPIO DE HERMOSILLO, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,618176.39,100,10/07/2017,2,7,HERMOSILLO,"VÍBORA 29, RENACIMIENTO, 83296 HERMOSILLO, SON., MÉXICO",29.01253147265166,-110.92879951000214,132,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"MAOMI DESARROLLOS, S.A. DE C.V.","ING. JOSE ENMANUEL OROZCO AISPURO",,24/04/2017,27/04/2017,10/07/2017,06/08/2017,2017
OT-163,,0,,N/A,"REHABILITACIÓN GENERAL DEL PLANTEL DE LA ESCUELA PRIMARIA RAFAEL RAMIREZ UBICADA EN LOCALIDAD ALLENDE (EL DIECIOCHO), CAJEME, SONORA","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,764455,100,"15/08/2016	",1,6,CAJEME,"INDEPENDENCIA, EJIDO ALLENDE, COL ALLENDE, SON., MÉXICO",27.191109305097246,-109.91038084030151,109,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONCRETOS Y AGREGADOS TAJIMAROA, S.A. DE C.V.","RICARDO BURGOS RUIZ","SIN ASIGNAR",16/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
ISIE-FAMEB-17-017,,0,,,"(17-EF-0006) CONSTRUCCION DE 10 METROS DE BARDA PERIMETRAL EN J.N. THERESE TOURNIEL EN LA LOCALIDAD Y MUNICIPIO DE NOGALES, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,139152.23,100,13/06/2017,2,3,"HEROICA NOGALES","INGENIEROS 76, FUNDÓ LEGAL, CENTRO, 84030 NOGALES, SON., MÉXICO",31.33162235593988,-110.94689905643463,150,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"PROMOCIONES TESIA, S.A. DE C.V.","ING. ADALBERTO ORTEGA ",,22/03/2017,25/03/2017,23/05/2017,30/07/2017,2017
OT-184,,0,,N/A,"REHABILITACIÓN GENERAL DEL PLANTEL DE LA ESCUELA PRIMARIA IGNACIO ALDAMA UBICADA EN LOCALIDAD ALLENDE (EL DIECIOCHO), CAJEME, SONORA","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,821053,100,"15/08/2016	",1,15,CAJEME,"VENUSTIANO CARRANZA, EJIDO ALLENDE, COL ALLENDE, SON., MÉXICO",27.191347883925197,-109.90955471992493,816,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","ADCAMO CONSTRUCCIONES Y DESARROLLOS, S.A. DE C.V.","RICARDO BURGOS RUIZ","RITCHER CONTRUCCIONES, S.A. DE  C.V.",16/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
OT-165,,0,,N/A,"REHABILITACIÓN GENERAL DEL PLANTEL ESCUELA DEL JARDIN DE NIÑOS EMILIO O. RABASA UBICADO EN LOCALIDAD ALTOS DE JECOPACO, CAJEME, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,839849,100,"15/08/2016	",1,5,CAJEME,"JOSÉ MARÍA MORELOS Y PAVÓN, ALTOS DE JECOPACO, SON., MÉXICO",27.169673301002064,-109.89340782165527,39,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","JORGE LUIS CARDENAS LOPEZ","RICARDO BURGOS RUIZ","RITCHER CONTRUCCIONES, S.A. DE  C.V.",16/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
OT-001,,0,,N/A,"MANTENIMIENTO DE TERRACERIAS EN CAMINOS RURALES KM 0 AL 1.151 (ANCHO 8M) TRAMO COCORIT A TAJIMAROA EN EL MUNICIPIO DE CAJEME, SONORA.                                                                                      ","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA","CAMINOS Y CARRETERAS",802096.78,100,10/02/2016,1,2,CAJEME,"SON 111, SANTA TERESA, SON., MÉXICO",27.547545946019735,-110.01056671142578,12545,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","GRUPO SOLEIMAN S.A.  DE C.V.","RICARDO BURGOS RUIZ","SIN ASIGNAR",13/01/2016,14/01/2016,10/02/2016,10/02/2016,2016
OT-002,,0,,N/A,"MANTENIMIENTO DE TERRACERIAS EN CAMINOS RURALES KM 0.442 AL 0.742 (ANCHO 7M), KM 1.055 AL 1.602 (ANCHO 5.8M), KM 1.602 AL 1.960 (ANCHO 6M), KM 2.258 AL 2.549 (ANCHO 6.4M) CARRETERA BACANORA-SAHUARIPA A EL DESTACAMENTO EN EL MUNICIPIO DE BACANORA","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA","CAMINOS Y CARRETERAS",818948.76,100,13/02/2016,1,2,BACANORA,"SON 20, SONORA, MÉXICO",29.009341368780017,-109.36752319335938,3000,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","GRUPO SOLEIMAN S.A.  DE C.V.","RICARDO BURGOS RUIZ","SIN ASIGNAR",13/01/2016,14/01/2016,13/02/2016,13/02/2016,2016
OT-164,,0,,N/A,"REHABILITACIÓN GENERAL DEL PLANTEL DE LA ESCUELA PRIMARIA IGNACIO ALDAMA UBICADA EN LOCALIDAD ALLENDE (EL DIECIOCHO), CAJEME, SONORA","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,821053,100,"15/08/2016	",1,4,CAJEME,"INDEPENDENCIA, EJIDO ALLENDE, COL ALLENDE, SON., MÉXICO",27.191634177845078,-109.91033792495728,104,"CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA","CONCRETOS Y AGREGADOS TAJIMAROA, S.A. DE C.V.","RICARDO BURGOS RUIZ","RITCHER CONTRUCCIONES, S.A. DE  C.V.",24/06/2016,25/06/2016,15/08/2016,15/08/2016,2016
